Month,Source,Megawatthours
12/10/22,wood and wood-derived fuels thousand megawatthours,3275.45996
11/10/22,wood and wood-derived fuels thousand megawatthours,3080.20459
10/10/22,wood and wood-derived fuels thousand megawatthours,3002.77009
9/10/22,wood and wood-derived fuels thousand megawatthours,3157.07055
8/10/22,wood and wood-derived fuels thousand megawatthours,3318.72602
7/10/22,wood and wood-derived fuels thousand megawatthours,3308.17437
6/10/22,wood and wood-derived fuels thousand megawatthours,3093.70551
5/10/22,wood and wood-derived fuels thousand megawatthours,2892.94844
4/10/22,wood and wood-derived fuels thousand megawatthours,2932.09503
3/10/22,wood and wood-derived fuels thousand megawatthours,3090.27767
2/10/22,wood and wood-derived fuels thousand megawatthours,2894.56439
1/10/22,wood and wood-derived fuels thousand megawatthours,3126.16305
12/9/22,wood and wood-derived fuels thousand megawatthours,3157.81799
11/9/22,wood and wood-derived fuels thousand megawatthours,3048.91116
10/9/22,wood and wood-derived fuels thousand megawatthours,3032.08616
9/9/22,wood and wood-derived fuels thousand megawatthours,3060.66653
8/9/22,wood and wood-derived fuels thousand megawatthours,3355.13523
7/9/22,wood and wood-derived fuels thousand megawatthours,3227.11799
6/9/22,wood and wood-derived fuels thousand megawatthours,2997.45172
5/9/22,wood and wood-derived fuels thousand megawatthours,2734.67679
4/9/22,wood and wood-derived fuels thousand megawatthours,2664.37142
3/9/22,wood and wood-derived fuels thousand megawatthours,2918.93479
2/9/22,wood and wood-derived fuels thousand megawatthours,2822.82744
1/9/22,wood and wood-derived fuels thousand megawatthours,3030.14106
12/8/22,wood and wood-derived fuels thousand megawatthours,2988.13125
11/8/22,wood and wood-derived fuels thousand megawatthours,3077.3951
10/8/22,wood and wood-derived fuels thousand megawatthours,3063.95253
9/8/22,wood and wood-derived fuels thousand megawatthours,3059.17108
8/8/22,wood and wood-derived fuels thousand megawatthours,3342.44952
7/8/22,wood and wood-derived fuels thousand megawatthours,3326.75191
6/8/22,wood and wood-derived fuels thousand megawatthours,3114.10554
5/8/22,wood and wood-derived fuels thousand megawatthours,2926.97762
4/8/22,wood and wood-derived fuels thousand megawatthours,2929.93775
3/8/22,wood and wood-derived fuels thousand megawatthours,3123.21608
2/8/22,wood and wood-derived fuels thousand megawatthours,3010.02584
1/8/22,wood and wood-derived fuels thousand megawatthours,3337.73883
12/7/22,wood and wood-derived fuels thousand megawatthours,3339.03718
11/7/22,wood and wood-derived fuels thousand megawatthours,3273.31802
10/7/22,wood and wood-derived fuels thousand megawatthours,3245.60059
9/7/22,wood and wood-derived fuels thousand megawatthours,3289.76167
8/7/22,wood and wood-derived fuels thousand megawatthours,3426.03512
7/7/22,wood and wood-derived fuels thousand megawatthours,3433.63521
6/7/22,wood and wood-derived fuels thousand megawatthours,3213.44072
5/7/22,wood and wood-derived fuels thousand megawatthours,3081.02653
4/7/22,wood and wood-derived fuels thousand megawatthours,3055.23878
3/7/22,wood and wood-derived fuels thousand megawatthours,3105.69542
2/7/22,wood and wood-derived fuels thousand megawatthours,3015.12684
1/7/22,wood and wood-derived fuels thousand megawatthours,3536.10795
12/6/22,wood and wood-derived fuels thousand megawatthours,3357.66128
11/6/22,wood and wood-derived fuels thousand megawatthours,3181.93091
10/6/22,wood and wood-derived fuels thousand megawatthours,3212.56903
9/6/22,wood and wood-derived fuels thousand megawatthours,3260.16943
8/6/22,wood and wood-derived fuels thousand megawatthours,3477.91332
7/6/22,wood and wood-derived fuels thousand megawatthours,3444.30914
6/6/22,wood and wood-derived fuels thousand megawatthours,3133.7702
5/6/22,wood and wood-derived fuels thousand megawatthours,3039.29585
4/6/22,wood and wood-derived fuels thousand megawatthours,2980.11613
3/6/22,wood and wood-derived fuels thousand megawatthours,3201.38797
2/6/22,wood and wood-derived fuels thousand megawatthours,3051.35954
1/6/22,wood and wood-derived fuels thousand megawatthours,3421.61326
12/5/22,wood and wood-derived fuels thousand megawatthours,3338.47745
11/5/22,wood and wood-derived fuels thousand megawatthours,3189.8503
10/5/22,wood and wood-derived fuels thousand megawatthours,3245.60966
9/5/22,wood and wood-derived fuels thousand megawatthours,3258.783
8/5/22,wood and wood-derived fuels thousand megawatthours,3420.41437
7/5/22,wood and wood-derived fuels thousand megawatthours,3417.44487
6/5/22,wood and wood-derived fuels thousand megawatthours,3173.50483
5/5/22,wood and wood-derived fuels thousand megawatthours,3100.69679
4/5/22,wood and wood-derived fuels thousand megawatthours,3035.54666
3/5/22,wood and wood-derived fuels thousand megawatthours,3287.71741
2/5/22,wood and wood-derived fuels thousand megawatthours,3055.29504
1/5/22,wood and wood-derived fuels thousand megawatthours,3333.07625
12/4/22,wood and wood-derived fuels thousand megawatthours,3301.61455
11/4/22,wood and wood-derived fuels thousand megawatthours,3074.16534
10/4/22,wood and wood-derived fuels thousand megawatthours,3263.62313
9/4/22,wood and wood-derived fuels thousand megawatthours,3119.41557
8/4/22,wood and wood-derived fuels thousand megawatthours,3317.35079
7/4/22,wood and wood-derived fuels thousand megawatthours,3416.47224
6/4/22,wood and wood-derived fuels thousand megawatthours,3082.52886
5/4/22,wood and wood-derived fuels thousand megawatthours,2989.1925
4/4/22,wood and wood-derived fuels thousand megawatthours,3091.00435
3/4/22,wood and wood-derived fuels thousand megawatthours,3124.11746
2/4/22,wood and wood-derived fuels thousand megawatthours,3019.53798
1/4/22,wood and wood-derived fuels thousand megawatthours,3317.86061
12/3/22,wood and wood-derived fuels thousand megawatthours,3274.77
11/3/22,wood and wood-derived fuels thousand megawatthours,3118.975
10/3/22,wood and wood-derived fuels thousand megawatthours,3138.891
9/3/22,wood and wood-derived fuels thousand megawatthours,3079.38
8/3/22,wood and wood-derived fuels thousand megawatthours,3309.866
7/3/22,wood and wood-derived fuels thousand megawatthours,3361.136
6/3/22,wood and wood-derived fuels thousand megawatthours,3027.763
5/3/22,wood and wood-derived fuels thousand megawatthours,2928.286
4/3/22,wood and wood-derived fuels thousand megawatthours,3035.915
3/3/22,wood and wood-derived fuels thousand megawatthours,3080.074
2/3/22,wood and wood-derived fuels thousand megawatthours,2904.744
1/3/22,wood and wood-derived fuels thousand megawatthours,3269.296
12/2/22,wood and wood-derived fuels thousand megawatthours,3222.474
11/2/22,wood and wood-derived fuels thousand megawatthours,3161.172
10/2/22,wood and wood-derived fuels thousand megawatthours,3345.97
9/2/22,wood and wood-derived fuels thousand megawatthours,3312.99
8/2/22,wood and wood-derived fuels thousand megawatthours,3369.114
7/2/22,wood and wood-derived fuels thousand megawatthours,3440.225
6/2/22,wood and wood-derived fuels thousand megawatthours,3395.49
5/2/22,wood and wood-derived fuels thousand megawatthours,3161.187
4/2/22,wood and wood-derived fuels thousand megawatthours,3196.347
3/2/22,wood and wood-derived fuels thousand megawatthours,2960.789
2/2/22,wood and wood-derived fuels thousand megawatthours,2843.96
1/2/22,wood and wood-derived fuels thousand megawatthours,3255.322
12/1/22,wood and wood-derived fuels thousand megawatthours,2975.426
11/1/22,wood and wood-derived fuels thousand megawatthours,2879.107
10/1/22,wood and wood-derived fuels thousand megawatthours,3046.466
9/1/22,wood and wood-derived fuels thousand megawatthours,2874.169
8/1/22,wood and wood-derived fuels thousand megawatthours,3178.69
7/1/22,wood and wood-derived fuels thousand megawatthours,3053.179
6/1/22,wood and wood-derived fuels thousand megawatthours,2891.025
5/1/22,wood and wood-derived fuels thousand megawatthours,2739.933
4/1/22,wood and wood-derived fuels thousand megawatthours,2821.007
3/1/22,wood and wood-derived fuels thousand megawatthours,2852.54
2/1/22,wood and wood-derived fuels thousand megawatthours,2697.151
1/1/22,wood and wood-derived fuels thousand megawatthours,3191.212
9/22/22,other biomass thousand megawatthours,1346.77124
8/22/22,other biomass thousand megawatthours,1427.2501
7/22/22,other biomass thousand megawatthours,1469.76733
6/22/22,other biomass thousand megawatthours,1441.87192
5/22/22,other biomass thousand megawatthours,1441.93385
4/22/22,other biomass thousand megawatthours,1377.17139
3/22/22,other biomass thousand megawatthours,1434.00344
2/22/22,other biomass thousand megawatthours,1319.65864
1/22/22,other biomass thousand megawatthours,1469.01579
12/21/22,other biomass thousand megawatthours,1536.48361
11/21/22,other biomass thousand megawatthours,1393.14407
10/21/22,other biomass thousand megawatthours,1439.96957
9/21/22,other biomass thousand megawatthours,1436.60496
8/21/22,other biomass thousand megawatthours,1469.54015
7/21/22,other biomass thousand megawatthours,1496.88248
6/21/22,other biomass thousand megawatthours,1469.59516
5/21/22,other biomass thousand megawatthours,1514.15406
4/21/22,other biomass thousand megawatthours,1465.49691
3/21/22,other biomass thousand megawatthours,1573.80684
2/21/22,other biomass thousand megawatthours,1398.92026
1/21/22,other biomass thousand megawatthours,1594.95493
12/20/22,other biomass thousand megawatthours,1549.4343
11/20/22,other biomass thousand megawatthours,1452.6464
10/20/22,other biomass thousand megawatthours,1489.00247
9/20/22,other biomass thousand megawatthours,1482.87931
8/20/22,other biomass thousand megawatthours,1560.81045
7/20/22,other biomass thousand megawatthours,1541.45262
6/20/22,other biomass thousand megawatthours,1456.39568
5/20/22,other biomass thousand megawatthours,1589.5221
4/20/22,other biomass thousand megawatthours,1557.60141
3/20/22,other biomass thousand megawatthours,1646.5395
2/20/22,other biomass thousand megawatthours,1512.22062
1/20/22,other biomass thousand megawatthours,1654.16861
12/19/22,other biomass thousand megawatthours,1633.25639
11/19/22,other biomass thousand megawatthours,1525.45699
10/19/22,other biomass thousand megawatthours,1573.39376
9/19/22,other biomass thousand megawatthours,1529.59672
8/19/22,other biomass thousand megawatthours,1635.71719
7/19/22,other biomass thousand megawatthours,1616.88137
6/19/22,other biomass thousand megawatthours,1581.34192
5/19/22,other biomass thousand megawatthours,1563.80557
4/19/22,other biomass thousand megawatthours,1509.56995
3/19/22,other biomass thousand megawatthours,1624.59337
2/19/22,other biomass thousand megawatthours,1497.71004
1/19/22,other biomass thousand megawatthours,1672.24787
12/18/22,other biomass thousand megawatthours,1799.2865
11/18/22,other biomass thousand megawatthours,1724.29467
10/18/22,other biomass thousand megawatthours,1743.38631
9/18/22,other biomass thousand megawatthours,1589.55751
8/18/22,other biomass thousand megawatthours,1757.51914
7/18/22,other biomass thousand megawatthours,1750.03112
6/18/22,other biomass thousand megawatthours,1719.99503
5/18/22,other biomass thousand megawatthours,1731.56179
4/18/22,other biomass thousand megawatthours,1725.69768
3/18/22,other biomass thousand megawatthours,1821.76353
2/18/22,other biomass thousand megawatthours,1716.06421
1/18/22,other biomass thousand megawatthours,1816.60719
12/17/22,other biomass thousand megawatthours,1895.89813
11/17/22,other biomass thousand megawatthours,1804.84134
10/17/22,other biomass thousand megawatthours,1727.85298
9/17/22,other biomass thousand megawatthours,1702.54554
8/17/22,other biomass thousand megawatthours,1824.89132
7/17/22,other biomass thousand megawatthours,1823.77942
6/17/22,other biomass thousand megawatthours,1796.52027
5/17/22,other biomass thousand megawatthours,1849.79647
4/17/22,other biomass thousand megawatthours,1741.68992
3/17/22,other biomass thousand megawatthours,1847.56888
2/17/22,other biomass thousand megawatthours,1697.11833
1/17/22,other biomass thousand megawatthours,1897.39109
12/16/22,other biomass thousand megawatthours,1944.49218
11/16/22,other biomass thousand megawatthours,1891.24862
10/16/22,other biomass thousand megawatthours,1693.10388
9/16/22,other biomass thousand megawatthours,1756.63635
8/16/22,other biomass thousand megawatthours,1860.30939
7/16/22,other biomass thousand megawatthours,1840.40814
6/16/22,other biomass thousand megawatthours,1794.4663
5/16/22,other biomass thousand megawatthours,1909.01094
4/16/22,other biomass thousand megawatthours,1811.48461
3/16/22,other biomass thousand megawatthours,1809.21776
2/16/22,other biomass thousand megawatthours,1708.30281
1/16/22,other biomass thousand megawatthours,1794.54991
12/15/22,other biomass thousand megawatthours,1969.25568
11/15/22,other biomass thousand megawatthours,1901.94337
10/15/22,other biomass thousand megawatthours,1843.15554
9/15/22,other biomass thousand megawatthours,1805.48749
8/15/22,other biomass thousand megawatthours,1921.42752
7/15/22,other biomass thousand megawatthours,1988.77809
6/15/22,other biomass thousand megawatthours,1784.07775
5/15/22,other biomass thousand megawatthours,1798.75605
4/15/22,other biomass thousand megawatthours,1729.2561
3/15/22,other biomass thousand megawatthours,1712.28837
2/15/22,other biomass thousand megawatthours,1524.17597
1/15/22,other biomass thousand megawatthours,1724.76993
12/14/22,other biomass thousand megawatthours,1766.90078
11/14/22,other biomass thousand megawatthours,1690.51816
10/14/22,other biomass thousand megawatthours,1726.27612
9/14/22,other biomass thousand megawatthours,1771.58349
8/14/22,other biomass thousand megawatthours,1880.35618
7/14/22,other biomass thousand megawatthours,1942.0977
6/14/22,other biomass thousand megawatthours,1826.34003
5/14/22,other biomass thousand megawatthours,1849.16406
4/14/22,other biomass thousand megawatthours,1809.57834
3/14/22,other biomass thousand megawatthours,1850.94216
2/14/22,other biomass thousand megawatthours,1686.43837
1/14/22,other biomass thousand megawatthours,1849.52337
12/13/22,other biomass thousand megawatthours,1837.09849
11/13/22,other biomass thousand megawatthours,1765.3696
10/13/22,other biomass thousand megawatthours,1730.51712
9/13/22,other biomass thousand megawatthours,1715.76756
8/13/22,other biomass thousand megawatthours,1847.4604
7/13/22,other biomass thousand megawatthours,1797.26641
6/13/22,other biomass thousand megawatthours,1726.95786
5/13/22,other biomass thousand megawatthours,1781.20351
4/13/22,other biomass thousand megawatthours,1680.53771
3/13/22,other biomass thousand megawatthours,1757.14745
2/13/22,other biomass thousand megawatthours,1502.89015
1/13/22,other biomass thousand megawatthours,1688.27329
12/12/22,other biomass thousand megawatthours,1773.30826
11/12/22,other biomass thousand megawatthours,1684.00767
10/12/22,other biomass thousand megawatthours,1715.82071
9/12/22,other biomass thousand megawatthours,1626.08947
8/12/22,other biomass thousand megawatthours,1725.54733
7/12/22,other biomass thousand megawatthours,1721.22477
6/12/22,other biomass thousand megawatthours,1611.52982
5/12/22,other biomass thousand megawatthours,1653.68301
4/12/22,other biomass thousand megawatthours,1583.23404
3/12/22,other biomass thousand megawatthours,1623.46655
2/12/22,other biomass thousand megawatthours,1503.97599
1/12/22,other biomass thousand megawatthours,1601.14902
12/11/22,other biomass thousand megawatthours,1731.24885
11/11/22,other biomass thousand megawatthours,1684.40199
10/11/22,other biomass thousand megawatthours,1630.96988
9/11/22,other biomass thousand megawatthours,1589.08752
8/11/22,other biomass thousand megawatthours,1692.39314
7/11/22,other biomass thousand megawatthours,1689.74039
6/11/22,other biomass thousand megawatthours,1631.6573
5/11/22,other biomass thousand megawatthours,1563.17921
4/11/22,other biomass thousand megawatthours,1502.5435
3/11/22,other biomass thousand megawatthours,1565.03132
2/11/22,other biomass thousand megawatthours,1426.67176
1/11/22,other biomass thousand megawatthours,1514.83835
12/10/22,other biomass thousand megawatthours,1649.63888
11/10/22,other biomass thousand megawatthours,1625.33814
10/10/22,other biomass thousand megawatthours,1547.06346
9/10/22,other biomass thousand megawatthours,1574.68735
8/10/22,other biomass thousand megawatthours,1642.19083
7/10/22,other biomass thousand megawatthours,1640.07324
6/10/22,other biomass thousand megawatthours,1626.76494
5/10/22,other biomass thousand megawatthours,1576.62894
4/10/22,other biomass thousand megawatthours,1558.14735
3/10/22,other biomass thousand megawatthours,1591.66977
2/10/22,other biomass thousand megawatthours,1382.24081
1/10/22,other biomass thousand megawatthours,1502.76296
12/9/22,other biomass thousand megawatthours,1607.67579
11/9/22,other biomass thousand megawatthours,1572.31225
10/9/22,other biomass thousand megawatthours,1533.18567
9/9/22,other biomass thousand megawatthours,1501.26339
8/9/22,other biomass thousand megawatthours,1603.78017
7/9/22,other biomass thousand megawatthours,1628.48273
6/9/22,other biomass thousand megawatthours,1558.39733
5/9/22,other biomass thousand megawatthours,1522.21899
4/9/22,other biomass thousand megawatthours,1542.33574
3/9/22,other biomass thousand megawatthours,1553.09164
2/9/22,other biomass thousand megawatthours,1357.45298
1/9/22,other biomass thousand megawatthours,1462.39925
12/8/22,other biomass thousand megawatthours,1506.34662
11/8/22,other biomass thousand megawatthours,1449.29333
10/8/22,other biomass thousand megawatthours,1489.61668
9/8/22,other biomass thousand megawatthours,1426.64382
8/8/22,other biomass thousand megawatthours,1529.49562
7/8/22,other biomass thousand megawatthours,1608.42546
6/8/22,other biomass thousand megawatthours,1501.88923
5/8/22,other biomass thousand megawatthours,1474.90846
4/8/22,other biomass thousand megawatthours,1503.51881
3/8/22,other biomass thousand megawatthours,1472.45192
2/8/22,other biomass thousand megawatthours,1364.46101
1/8/22,other biomass thousand megawatthours,1406.70765
12/7/22,other biomass thousand megawatthours,1452.20269
11/7/22,other biomass thousand megawatthours,1425.13081
10/7/22,other biomass thousand megawatthours,1425.64801
9/7/22,other biomass thousand megawatthours,1400.20473
8/7/22,other biomass thousand megawatthours,1439.53885
7/7/22,other biomass thousand megawatthours,1443.05645
6/7/22,other biomass thousand megawatthours,1392.43572
5/7/22,other biomass thousand megawatthours,1348.72034
4/7/22,other biomass thousand megawatthours,1253.62091
3/7/22,other biomass thousand megawatthours,1373.07007
2/7/22,other biomass thousand megawatthours,1200.21349
1/7/22,other biomass thousand megawatthours,1370.71192
12/6/22,other biomass thousand megawatthours,1382.41136
11/6/22,other biomass thousand megawatthours,1358.82187
10/6/22,other biomass thousand megawatthours,1332.48449
9/6/22,other biomass thousand megawatthours,1307.63211
8/6/22,other biomass thousand megawatthours,1388.88808
7/6/22,other biomass thousand megawatthours,1399.06519
6/6/22,other biomass thousand megawatthours,1328.03867
5/6/22,other biomass thousand megawatthours,1371.35452
4/6/22,other biomass thousand megawatthours,1226.9033
3/6/22,other biomass thousand megawatthours,1344.34039
2/6/22,other biomass thousand megawatthours,1270.35046
1/6/22,other biomass thousand megawatthours,1388.23414
12/5/22,other biomass thousand megawatthours,1330.03656
11/5/22,other biomass thousand megawatthours,1290.20965
10/5/22,other biomass thousand megawatthours,1205.37626
9/5/22,other biomass thousand megawatthours,1283.00703
8/5/22,other biomass thousand megawatthours,1348.02545
7/5/22,other biomass thousand megawatthours,1381.22703
6/5/22,other biomass thousand megawatthours,1329.13436
5/5/22,other biomass thousand megawatthours,1351.15214
4/5/22,other biomass thousand megawatthours,1222.54168
3/5/22,other biomass thousand megawatthours,1277.92853
2/5/22,other biomass thousand megawatthours,1123.40741
1/5/22,other biomass thousand megawatthours,1278.34692
12/4/22,other biomass thousand megawatthours,1286.95044
11/4/22,other biomass thousand megawatthours,1257.97685
10/4/22,other biomass thousand megawatthours,1248.3871
9/4/22,other biomass thousand megawatthours,1238.51804
8/4/22,other biomass thousand megawatthours,1328.5582
7/4/22,other biomass thousand megawatthours,1326.58218
6/4/22,other biomass thousand megawatthours,1305.8243
5/4/22,other biomass thousand megawatthours,1359.19063
4/4/22,other biomass thousand megawatthours,1291.13833
3/4/22,other biomass thousand megawatthours,1291.3173
2/4/22,other biomass thousand megawatthours,1223.1291
1/4/22,other biomass thousand megawatthours,1262.99724
12/3/22,other biomass thousand megawatthours,1415.33501
11/3/22,other biomass thousand megawatthours,1284.95831
10/3/22,other biomass thousand megawatthours,1280.7485
9/3/22,other biomass thousand megawatthours,1303.16547
8/3/22,other biomass thousand megawatthours,1383.31461
7/3/22,other biomass thousand megawatthours,1404.17541
6/3/22,other biomass thousand megawatthours,1289.75194
5/3/22,other biomass thousand megawatthours,1301.3225
4/3/22,other biomass thousand megawatthours,1318.28832
3/3/22,other biomass thousand megawatthours,1339.59704
2/3/22,other biomass thousand megawatthours,1163.352
1/3/22,other biomass thousand megawatthours,1327.98224
12/2/22,other biomass thousand megawatthours,1278.52433
11/2/22,other biomass thousand megawatthours,1214.99059
10/2/22,other biomass thousand megawatthours,1212.83984
9/2/22,other biomass thousand megawatthours,1285.41016
8/2/22,other biomass thousand megawatthours,1396.21668
7/2/22,other biomass thousand megawatthours,1377.97594
6/2/22,other biomass thousand megawatthours,1297.59905
5/2/22,other biomass thousand megawatthours,1247.18483
4/2/22,other biomass thousand megawatthours,1161.60046
3/2/22,other biomass thousand megawatthours,1251.77531
2/2/22,other biomass thousand megawatthours,1086.12226
1/2/22,other biomass thousand megawatthours,1233.47497
12/1/22,other biomass thousand megawatthours,1252.85502
11/1/22,other biomass thousand megawatthours,1191.8213
10/1/22,other biomass thousand megawatthours,1214.63765
9/1/22,other biomass thousand megawatthours,1201.46247
8/1/22,other biomass thousand megawatthours,1284.82124
7/1/22,other biomass thousand megawatthours,1285.78322
6/1/22,other biomass thousand megawatthours,1224.77297
5/1/22,other biomass thousand megawatthours,1210.74093
4/1/22,other biomass thousand megawatthours,1187.23919
3/1/22,other biomass thousand megawatthours,1189.04028
2/1/22,other biomass thousand megawatthours,1096.33055
1/1/22,other biomass thousand megawatthours,1208.64715